Item Type,Publication Year,Author,Title,Publication Title,Pages,Volume,First Author Last Name,First Author First Name
journalArticle,2022,"Dalagnol, Ricardo; Wagner, Fabien H; Emilio, Thaise; Streher, Annia S; Galvão, Lênio S; Ometto, Jean P H B; Aragão, Luiz E O C","Canopy palm cover across the Brazilian Amazon forests mapped with airborne <span style=""font-variant:small-caps;"">LiDAR</span> data and deep learning",Remote Sensing in Ecology and Conservation,rse2.264,,Dalagnol,Ricardo
journalArticle,2002,"Dale, Mark; Dixon, Philip; Fortin, Marie-José; Legendre, Pierre; Myers, Donald; Rosenberg, Michael",Conceptual and mathematical relationships among methods for spatial analysis,Ecography,558-577,25,Dale,Mark
journalArticle,1994,"Dale, VH; Pearson, SM; Offerman, HL; O'Neill, RV",Relating patterns of land-use change to faunal biodiversity in the central Amazon,Conservation Biology,1027-1036,,Dale,VH
journalArticle,2012,"Dall, Sasha R X; Bell, Alison M; Bolnick, Daniel I; Ratnieks, Francis L W",An evolutionary ecology of individual differences,Ecology Letters,1189-1198,15,Dall,Sasha R X
journalArticle,2020,"Dallas, Tad; Holian, Lauren A; Foster, Grant",What determines parasite species richness across host species?,Journal of Animal Ecology,1750-1753,89,Dallas,Tad
journalArticle,2020,"Dalling, James W; Davis, Adam S; Arnold, A Elizabeth; Sarmiento, Carolina; Zalamea, Paul-Camilo",Extending plant defense theory to seeds,"Annual Review of Ecology, Evolution, and Systematics",123-141,51,Dalling,James W
journalArticle,1973,"Daly, M",Early stimulation of rodents: A critical review of present interpretations,B. J. Psychology,435-460,64,Daly,M
journalArticle,1982,"Daly, M; Wilson, M",Homicide and kinship,American Anthropologist,372-378,84,Daly,M
journalArticle,2000,"Daly, M; Wilson, M",Reply to Smith et al.,Animal Behaviour,F27-F29,60,Daly,M
journalArticle,1983,"Daly, Martin; Wilson, Margo",Why sex?,"Sex, Evolution, and Behavior, 2nd edition",59-75,,Daly,Martin
journalArticle,1999,"Daly, Martin; Wilson, Margo I",Human evolutionary psychology and animal behaviour,Animal Behaviour,509–519,57,Daly,Martin
journalArticle,1990,"Daly, Martin; Wilson, Margo; Behrends, Philip; Jacobs, Lucia","Characteristics of kangaroo rats, Dipodomys merriami, associated with differential predation risk",Animal Behaviour,380-389,40,Daly,Martin
journalArticle,2011,"Damaceanu, R C",An agent-based computational study of wealth distribution in function of technological progress using NetLogo,American Journal of Economics,15-20,1,Damaceanu,R C
journalArticle,2008,"Damaceanu, R C",An agent-based computational study of wealth distribution in function of resource growth interval using NetLogo,Applied Mathematics and Computation,371-377,201,Damaceanu,R C
journalArticle,2002,"Damerose, E","Scan and focal sampling: reliability in the laterality for maternal cradling and infant nipple preferences in olive baboons, Papio anubis",Animal Behaviour,511-518,63,Damerose,E
journalArticle,2023,"Danabalan, Renita; Merkel, Kevin; Bærholm Schnell, Ida; Arandjelovic, Mimi; Boesch, Christophe; Brazzola, Gregory; Dieguez, Paula; Dupain, Jef; Kambale‐Vyalengerera, Magloire; Kühl, Hjalmar S; Hoffmann, Constanze; Lapuente, Juan; Ngoc Thinh, Van; Zimmermann, Fee; Leendertz, Fabian H; Gilbert, M Thomas P; Roos, Christian; Mazzoni, Camila; Gogarten, Jan F; Calvignac‐Spencer, Sébastien",Mammal mitogenomics from invertebrate‐derived DNA,Environmental DNA,edn3.436,,Danabalan,Renita
journalArticle,2023,"Danabalan, Renita; Planillo, Aimara; Butschkau, Susanne; Deeg, Sita; Pierre, Gras; Thion, Cincia; Calvignac‐Spencer, Sébastien; Kramer‐Schadt, Stephanie; Mazzoni, Camila","Comparison of mosquito and fly derived <span style=""font-variant:small-caps;"">DNA</span> as a tool for sampling vertebrate biodiversity in suburban forests in Berlin, Germany",Environmental DNA,476-487,5,Danabalan,Renita
journalArticle,2011,"Danecek, P; Auton, A; Abecasis, G; Albers, C A; Banks, E; DePristo, M A; Handsaker, R E; Lunter, G; Marth, G T; Sherry, S T; McVean, G; Durbin, R; 1000 Genomes Project Analysis Group",The variant call format and VCFtools,Bioinformatics,2156-2158,27,Danecek,P
journalArticle,2012,"Daniels, B C; Krakauer, D C; Flack, J C",Sparse code of conflict in a primate society,Proceedings of the National Academy of Sciences,14259-14264,109,Daniels,B C
journalArticle,2016,"Daniels, Bryan C; Ellison, Christopher J; Krakauer, David C; Flack, Jessica C",Quantifying collectivity,Current Opinion in Neurobiology,106-113,37,Daniels,Bryan C
journalArticle,2002,"Danielson, Peter",Competition among cooperators: Altruism and reciprocity,Proceedings of the National Academy of Sciences,7237–7242,99,Danielson,Peter
journalArticle,2014,"Danish, Lisa M; Palombit, Ryne A","“Following,” an alternative mating strategy used by male olive baboons (Papio hamadryas anubis): Quantitative behavioral and functional description",International Journal of Primatology,394-410,35,Danish,Lisa M
journalArticle,2015,"Danish, Lisa Michelle; Heistermann, Michael; Agil, Muhammad; Engelhardt, Antje",Validation of a novel collection device for non-invasive urine sampling from free-ranging animals,PLoS ONE,e0142051-13,10,Danish,Lisa Michelle
journalArticle,2018,"Danko, Charles G; Choate, Lauren A; Marks, Brooke A; Rice, Edward J; Wang, Zhong; Chu, Tinyi; Martins, Andre L; Dukler, Noah; Coonrod, Scott A; Tait Wojno, Elia D; Lis, John T; Kraus, W Lee; Siepel, Adam",Dynamic evolution of regulatory element ensembles in primate CD4+ T cells,Nature Ecology & Evolution,537-548,2,Danko,Charles G
journalArticle,2022,"Dantas-Torres, Filipe; Otranto, Domenico",<i>Rhipicephalus sanguineus</i> (Brown dog tick),Trends in Parasitology,993-994,38,Dantas-Torres,Filipe
journalArticle,1999,"Dantzker, MS; Deane, GB; Bradbury, JW",Directional acoustic radiation in the strut display of male sage grouse Centrocercus urophasianus,Journal Of Experimental Biology,2893-2909,202,Dantzker,MS
journalArticle,2013,"Danzer, Martin; Niklas, Norbert; Stabentheiner, Stephanie; Hofer, Katja; Pröll, Johannes; Stückler, Christina; Raml, Edeltraud; Polin, Helene; Gabriel, Christian","Rapid, scalable and highly automated HLA genotyping using next-generation sequencing: a transition from research to diagnostics",BMC Genomics,221,14,Danzer,Martin
journalArticle,2011,"Dar-Nimrod, Ilan; Heine, Steven J",Genetic essentialism: On the deceptive determinism of DNA.,Psychological Bulletin,800-818,137,Dar-Nimrod,Ilan
journalArticle,2008,"Darden, Safi K; Dabelsteen, Torben","Acoustic territorial signalling in a small, socially monogamous canid",Animal Behaviour,905-912,75,Darden,Safi K
journalArticle,2023,"Darimont, Chris T; Cooke, Rob; Bourbonnais, Mathieu L; Bryan, Heather M; Carlson, Stephanie M; Estes, James A; Galetti, Mauro; Levi, Taal; MacLean, Jessica L; McKechnie, Iain; Paquet, Paul C; Worm, Boris",Humanity’s diverse predatory niche and its ecological consequences,Communications Biology,609,6,Darimont,Chris T
journalArticle,1968,"Darlington, Richard B",Multiple regression in psychological research and practice.,Psychological bulletin,161,69,Darlington,Richard B
journalArticle,2016,"Darras, Kevin; Pütz, Peter; Fahrurrozi; Rembold, Katja; Tscharntke, Teja",Measuring sound detection spaces for acoustic animal sampling and monitoring,Biological Conservation,29-37,201,Darras,Kevin
journalArticle,2020,"Daru, Barnabas H; Karunarathne, Piyal; Schliep, Klaus",phyloregion: R package for biogeographical regionalization and macroecology,Methods in Ecology and Evolution,1483-1491,11,Daru,Barnabas H
bookSection,1984,"Darwins, Richard",Chapter 10: Replicator selection and the extended phenotype,Conceptual Issues in Evolutionary Biology,125-141,,Darwins,Richard
journalArticle,2019,"Das, Ritwika; Arora, Vasu; Jaiswal, Sarika; Iquebal, Ma; Angadi, Ub; Fatma, Samar; Singh, Rakesh; Shil, Sandip; Rai, Anil; Kumar, Dinesh",PolyMorphPredict: A universal web-tool for rapid polymorphic microsatellite marker discovery from whole genome and transcriptome data,Frontiers in Plant Science,article 1966,9,Das,Ritwika
journalArticle,2016,"Das, Sayantan; Forer, Lukas; Schönherr, Sebastian; Sidore, Carlo; Locke, Adam E; Kwong, Alan; Vrieze, Scott I; Chew, Emily Y; Levy, Shawn; McGue, Matt; Schlessinger, David; Stambolian, Dwight; Loh, Po-Ru; Iacono, William G; Swaroop, Anand; Scott, Laura J; Cucca, Francesco; Kronenberg, Florian; Boehnke, Michael; Abecasis, Gonçalo R; Fuchsberger, Christian",Next-generation genotype imputation service and methods,Nature Genetics,1284-1287,48,Das,Sayantan
journalArticle,1981,"Daschbach, NJ; Schein, MW; Haines, DE","Vocalizations of the Slow Loris, Nycticebus coucang (Primates, Lorisidae)",International Journal of Primatology2,71-80,2,Daschbach,NJ
journalArticle,2014,"Dashnow, Harriet; Lonsdale, Andrew; Bourne, Philip E",Ten simple rules for writing a PLoS ten simple rules article,PLoS Computational Biology,e1003858,10,Dashnow,Harriet
journalArticle,2015,"Dashnow, Harriet; Tan, Susan; Das, Debjani; Easteal, Simon; Oshlack, Alicia",Genotyping microsatellites in next-generation sequencing data,BMC Bioinformatics,"A5, 1471-2105-16-S2-A5",16,Dashnow,Harriet
journalArticle,1992,"Dasilva, G","The western black-and-white colobus as a low-energy strategist: Activity budgets, energy expenditure and energy intake",Journal of Animal Ecology,79-91,61,Dasilva,G
journalArticle,1994,"Dasilva, G",Diet of Colobus polykomos on Tiwai Island: Selection of food in relation to its seasonal abundance and nutritional quality,International Journal of Primatology,655-680,15,Dasilva,G
journalArticle,1987,"Dasser, V",Slides of group members as representations of the real animals (Macaca fascicularis),Ethology,65-73,76,Dasser,V
journalArticle,1988,"Dasser, V",A social concept in Java monkeys,Animal Behaviour,225-230,36,Dasser,V
journalArticle,1989,"Dasser, V; Ulbaek, I; Premack, D",The perception of intention,Science,365-367,243,Dasser,V
journalArticle,2003,"Daszak, P; Cunningham, AA","Anthropogenic change, biodiversity loss, and a new agenda for emerging diseases",Journal of Parasitology,S37-S41,89,Daszak,P
journalArticle,2001,"Daszak, P; Cunningham, AA; Hyatt, AD",Anthropogenic environmental change and the emergence of infectious diseases in wildlife,Acta Tropica,103-116,78,Daszak,P
journalArticle,2012,"Daszak, Peter",Anatomy of a pandemic,The Lancet,1883-1884,380,Daszak,Peter
journalArticle,2000,"Daszak, Peter; Cunningham, Andrew A; Hyatt, Alex D",Emerging infectious diseases of wildlife -- threats to biodiversity and human health,Science,443-449,287,Daszak,Peter
journalArticle,1991,"Date, EM; Lemon, RE; Weary, DM; Richter, AK",Species identity by birdsong: Discrete or additive information?,Animal Behaviour,111-120,41,Date,EM
journalArticle,2010,"Datta, Ruchira S; Lux, Matthew W; Bourne, Philip E",PLoS Computational Biology Conference Postcards from PSB 2010,PLoS Computational Biology,e1000746,6,Datta,Ruchira S
journalArticle,1988,"Datta, S",The acquisition of dominance among free-ranging rhesus monkey siblings,Animal Behaviour,754-772,36,Datta,S
journalArticle,1991,"Datta, S; Beauchamp, G",Effects of group demography on dominance relationships among female primates: I. Mother-daughter and sister-sister relationships,The American Naturalist,201-226,138,Datta,S
journalArticle,2004,"Davalos, Liliana M",Phylogeny and biogeography of Caribbean mammals,Biological Journal of the Linnean Society,373–394,81,Davalos,Liliana M
journalArticle,2013,"Davenport, April T; Grant, Kathleen A; Szeliga, Kendall T; Friedman, David P; Daunais, James B",Standardized method for the harvest of nonhuman primate tissue optimized for multiple modes of analyses,Cell and Tissue Banking,99-110,15,Davenport,April T
journalArticle,2017,"Davenport, Emily R; Sanders, Jon G; Song, Se Jin; Amato, Katherine R; Clark, Andrew G; Knight, Rob",The human microbiome in evolution,BMC Biology,127,15,Davenport,Emily R
journalArticle,2011,"Davey, J W; Blaxter, M L",RADSeq: next-generation population genetics,Briefings in Functional Genomics,416-423,9,Davey,J W
journalArticle,2011,"Davey, John W; Hohenlohe, Paul A; Etter, Paul D; Boone, Jason Q; Catchen, Julian M; Blaxter, Mark L",Genome-wide genetic marker discovery and genotyping using next-generation sequencing,Nature Reviews Genetics,499-510,12,Davey,John W
journalArticle,2009,"Premack, David; Woodruff, Guy",Does the chimpanzee have a theory of mind?,Behavioral and Brain Sciences,515-526,4,Premack,David
journalArticle,2012,"Dávid-Barrett, Tamás; Dunbar, R I M","Cooperation, behavioural synchrony and status in social networks",Journal of Theoretical Biology,88-95,308,Dávid-Barrett,Tamás
journalArticle,2016,"Davidian, Eve; Courtiol, Alexandre; Wachter, Bettina; Hofer, Heribert; Höner, Oliver P",Why do some males choose to breed at home when most other males disperse?,Science Advances,e1501236,2,Davidian,Eve
journalArticle,1991,"Davies, C",Malaria infection rate of Amazonian primates increases with body weight and group size,Functional Ecology,655-662,5,Davies,C
journalArticle,2015,"Davies, G Matt; Gray, Alan",Don't let spurious accusations of pseudoreplication limit our ability to learn from natural experiments (and other messy kinds of ecological monitoring),Ecology and Evolution,5295-5304,5,Davies,G Matt
journalArticle,1991,"Davies, Glyn",Seed-Eating By Red Leaf Monkeys (Presbytis-Rubicunda) In Dipterocarp Forest Of Northern Borneo,International Journal of Primatology,119-144,12,Davies,Glyn
journalArticle,1982,"Davies, J",The relative impact of inheritance and other factors on economic inequality,The Quarterly Journal of Economics,471-498,,Davies,J
journalArticle,2000,"Davies, K; Margules, C; Lawrence, J",Which traits of speciespredict population declines in experimental forest fragments?,Ecology,1450-1461,81,Davies,K
journalArticle,1988,"Davies, N; Brooke, M",Cuckoos versus reed warblers: Adaptations and counteradaptations,Animal Behaviour,262-284,36,Davies,N
journalArticle,1983,"Davies, N; Houston, A","Time allocation between territories and flocks and owner-satellite conflict in foraging pied wagtails, Motacilla alba",Journal of Animal Ecology,621-634,52,Davies,N
journalArticle,1989,"Davies, NB",Sexual conflict and the polygamy threshold,Animal Behaviour,226-234,38,Davies,NB
journalArticle,1992,"Davies, NB; Hatchwell, BJ; Robson, T; Burke, T",Paternity and parental effort in dunnocks Prunella modularis: how good are male chick-feeding rules?,Animal Behaviour,729-745,43,Davies,NB
journalArticle,1999,"Davies, Neil; Villablanca, Francis; Roderick, George",Determining the source of individuals: Multilocus genotyping in nonequilibrium population genetics,Trends In Ecology & Evolution,17-21,14,Davies,Neil
bookSection,2012,"Davies, Nicholas B; Krebs, John R; West, Stuart A",Economic decisions and the individual,An Introduction to Behavioural Ecology,52-82,,Davies,Nicholas B
journalArticle,2021,"Davies, Stuart J; Abiem, Iveren; Abu Salim, Kamariah; Aguilar, Salomón; Allen, David; Alonso, Alfonso; Anderson-Teixeira, Kristina; Andrade, Ana; Arellano, Gabriel; Ashton, Peter S; Baker, Patrick J; Baker, Matthew E; Baltzer, Jennifer L; Basset, Yves; Bissiengou, Pulchérie; Bohlman, Stephanie; Bourg, Norman A; Brockelman, Warren Y; Bunyavejchewin, Sarayudh; Burslem, David FRP; Cao, Min; Cárdenas, Dairon; Chang, Li-Wan; Chang-Yang, Chia-Hao; Chao, Kuo-Jung; Chao, Wei-Chun; Chapman, Hazel; Chen, Yu-Yun; Chisholm, Ryan A; Chu, Chengjin; Chuyong, George; Clay, Keith; Comita, Liza S; Condit, Richard; Cordell, Susan; Dattaraja, Handanakere S; de Oliveira, Alexandre Adalardo; den Ouden, Jan; Detto, Matteo; Dick, Christopher; Du, Xiaojun; Duque, Álvaro; Ediriweera, Sisira; Ellis, Erle C; Obiang, Nestor Laurier Engone; Esufali, Shameema; Ewango, Corneille EN; Fernando, Edwino S; Filip, Jonah; Fischer, Gunter A; Foster, Robin; Giambelluca, Thomas; Giardina, Christian; Gilbert, Gregory S; Gonzalez-Akre, Erika; Gunatilleke, IAUN; Gunatilleke, CVS; Hao, Zhanqing; Hau, Billy CH; He, Fangliang; Ni, Hongwei; Howe, Robert W; Hubbell, Stephen P; Huth, Andreas; Inman-Narahari, Faith; Itoh, Akira; Janík, David; Jansen, Patrick A; Jiang, Mingxi; Johnson, Daniel J; Jones, F Andrew; Kanzaki, Mamoru; Kenfack, David; Kiratiprayoon, Somboon; Král, Kamil; Krizel, Lauren; Lao, Suzanne; Larson, Andrew J; Li, Yide; Li, Xiankun; Litton, Creighton M; Liu, Yu; Liu, Shirong; Lum, Shawn KY; Luskin, Matthew S; Lutz, James A; Luu, Hong Truong; Ma, Keping; Makana, Jean-Remy; Malhi, Yadvinder; Martin, Adam; McCarthy, Caly; McMahon, Sean M; McShea, William J; Memiaghe, Hervé; Mi, Xiangcheng; Mitre, David; Mohamad, Mohizah; Monks, Logan; Muller-Landau, Helene C; Musili, Paul M; Myers, Jonathan A; Nathalang, Anuttara; Ngo, Kang Min; Norden, Natalia; Novotny, Vojtech; O'Brien, Michael J; Orwig, David; Ostertag, Rebecca; Papathanassiou, Konstantinos; Parker, Geoffrey G; Pérez, Rolando; Perfecto, Ivette; Phillips, Richard P; Pongpattananurak, Nantachai; Pretzsch, Hans; Ren, Haibo; Reynolds, Glen; Rodriguez, Lillian J; Russo, Sabrina E; Sack, Lawren; Sang, Weiguo; Shue, Jessica; Singh, Anudeep; Song, Guo-Zhang M; Sukumar, Raman; Sun, I-Fang; Suresh, Hebbalalu S; Swenson, Nathan G; Tan, Sylvester; Thomas, Sean C; Thomas, Duncan; Thompson, Jill; Turner, Benjamin L; Uowolo, Amanda; Uriarte, María; Valencia, Renato; Vandermeer, John; Vicentini, Alberto; Visser, Marco; Vrska, Tomas; Wang, Xugao; Wang, Xihua; Weiblen, George D; Whitfeld, Timothy JS; Wolf, Amy; Wright, S Joseph; Xu, Han; Yao, Tze Leong; Yap, Sandra L; Ye, Wanhui; Yu, Mingjian; Zhang, Minhua; Zhu, Daoguang; Zhu, Li; Zimmerman, Jess K; Zuleta, Daniel",ForestGEO: Understanding forest diversity and dynamics through a global observatory network,Biological Conservation,article 108907,253,Davies,Stuart J
